student_id,activity_name,activity_category,registration_date,role,activity_level,hours_per_week,total_events_participated,achievement,status,faculty_coordinator
473,NCC (National Cadet Corps),Social,2025-08-10,Member,Low,2,1,,Active,Prof. Reddy
474,IoT Club,Technical,2025-08-20,Member,Medium,5,5,,Active,Prof. Mehta
478,Film Making Club,Cultural,2025-08-28,Member,Low,1,1,,Active,Prof. Gupta
479,College Magazine,Other,2025-08-28,Member,Low,1,2,,Active,Prof. Gupta
479,Basketball Team,Sports,2025-08-04,Member,Medium,5,3,,Active,Prof. Sharma
479,Coding Club,Technical,2025-08-06,Member,Low,3,1,Certificate of Excellence,Inactive,Prof. Gupta
480,Alumni Relations,Other,2025-08-29,Active Member,High,6,6,Certificate of Excellence,Inactive,Prof. Reddy
480,Environmental Club,Social,2025-08-17,Member,Low,2,0,,Active,Prof. Gupta
480,Research Club,Academic,2025-08-10,Member,Low,1,2,,Active,Prof. Sharma
483,AI/ML Club,Technical,2025-08-14,Member,High,7,7,,Inactive,Prof. Gupta
483,Drama Club,Cultural,2025-08-31,Active Member,High,9,9,,Active,Prof. Sharma
483,NCC (National Cadet Corps),Social,2025-08-09,Active Member,High,7,10,,Inactive,Prof. Gupta
483,Yoga Club,Other,2025-08-29,Member,Low,2,2,,Active,Prof. Sharma
484,Football Team,Sports,2025-08-27,Member,Low,2,1,,Active,Prof. Mehta
484,Event Management Team,Other,2025-08-03,Member,Medium,4,3,,Active,Prof. Sharma
485,Rotaract Club,Social,2025-08-28,Member,Low,3,2,,Active,Prof. Reddy
488,Badminton Club,Sports,2025-08-19,Member,Medium,6,5,,Active,Prof. Mehta
488,NSS (National Service Scheme),Social,2025-08-21,Member,Medium,6,4,,Active,Prof. Gupta
488,Paper Presentation Team,Academic,2025-08-21,Member,Medium,3,5,,Active,Prof. Mehta
489,Data Science Club,Technical,2025-08-15,Member,Medium,3,2,,Active,Prof. Mehta
489,Red Cross,Social,2025-08-30,Member,Low,2,1,,Inactive,Prof. Mehta
490,Athletics Team,Sports,2025-08-19,Active Member,Medium,4,5,,Active,Prof. Sharma
490,Photography Club,Cultural,2025-08-25,Active Member,High,6,5,,Active,Prof. Gupta
491,Data Science Club,Technical,2025-08-27,Member,High,7,6,,Active,Prof. Sharma
491,Music Club,Cultural,2025-08-13,Active Member,Medium,5,3,,Active,Prof. Mehta
491,Innovation Club,Academic,2025-08-13,Member,High,6,8,,Inactive,Prof. Mehta
492,Basketball Team,Sports,2025-08-12,Active Member,Medium,3,2,,Active,Prof. Mehta
493,Film Making Club,Cultural,2025-08-14,Member,Medium,5,3,,Active,Prof. Gupta
493,Yoga Club,Other,2025-08-05,Member,High,8,9,,Active,Prof. Reddy
493,NCC (National Cadet Corps),Social,2025-08-29,Member,High,8,9,,Active,Prof. Mehta
494,Basketball Team,Sports,2025-08-15,Member,Low,2,2,,Active,Prof. Sharma
495,Research Club,Academic,2025-08-24,Member,Medium,5,3,Certificate of Excellence,Active,Prof. Reddy
495,Rotaract Club,Social,2025-08-29,Member,Medium,3,5,,Active,Prof. Gupta
496,Drama Club,Cultural,2025-08-24,Member,High,7,8,,Active,Prof. Sharma
496,Entrepreneurship Cell,Academic,2025-08-17,Member,Low,2,2,,Active,Prof. Sharma
496,Cybersecurity Club,Technical,2025-08-25,Active Member,High,9,6,,Active,Prof. Gupta
497,Quiz Club,Academic,2025-08-26,Active Member,Medium,4,5,,Active,Prof. Mehta
497,Coding Club,Technical,2025-08-23,Member,Low,3,2,,Active,Prof. Mehta
498,Yoga Club,Other,2025-08-15,Member,Medium,4,2,,Active,Prof. Gupta
498,Blood Donation Team,Social,2025-08-12,Member,Low,2,1,,Active,Prof. Reddy
500,Photography Club,Cultural,2025-08-27,Active Member,Medium,3,5,,Active,Prof. Sharma
500,Research Club,Academic,2025-08-16,Member,Low,1,0,,Active,Prof. Reddy
502,Research Club,Academic,2025-08-19,Member,Medium,4,4,Best Performer Award,Inactive,Prof. Reddy
502,NCC (National Cadet Corps),Social,2025-08-29,Active Member,High,7,8,,Active,Prof. Sharma
503,Data Science Club,Technical,2025-08-02,Active Member,High,8,7,Winner - Inter College Competition,Active,Prof. Sharma
503,Fitness Club,Other,2025-08-26,Active Member,Medium,5,5,,Active,Prof. Sharma
506,College Magazine,Other,2025-08-02,Core Team,High,8,7,Best Performer Award,Active,Prof. Reddy
506,Cybersecurity Club,Technical,2025-08-17,Member,Low,1,1,,Active,Prof. Mehta
508,Mathematics Club,Academic,2025-08-26,Active Member,Medium,5,3,,Inactive,Prof. Gupta
510,Dance Club,Cultural,2025-08-14,Member,High,6,9,,Active,Prof. Reddy
510,Research Club,Academic,2025-08-19,Member,Low,3,2,,Active,Prof. Gupta
512,Dance Club,Cultural,2025-08-20,President/Head,Very High,14,13,,Active,Prof. Reddy
512,IoT Club,Technical,2025-08-26,Coordinator,Very High,11,17,,Active,Prof. Gupta
512,NSS (National Service Scheme),Social,2025-08-09,Active Member,Medium,6,2,,Active,Prof. Reddy
514,Chess Club,Sports,2025-08-05,Active Member,High,10,6,,Active,Prof. Gupta
514,Fine Arts Club,Cultural,2025-08-14,Member,High,9,7,Participation Certificate,Active,Prof. Reddy
514,NSS (National Service Scheme),Social,2025-08-29,Active Member,High,9,9,,Active,Prof. Mehta
515,Student Council,Other,2025-08-09,Member,Medium,3,3,,Active,Prof. Reddy
515,Environmental Club,Social,2025-08-09,Member,Low,1,0,,Inactive,Prof. Mehta
516,Event Management Team,Other,2025-08-11,Member,Low,3,0,,Active,Prof. Gupta
518,Event Management Team,Other,2025-08-25,Core Team,High,8,6,,Active,Prof. Sharma
518,Debating Society,Cultural,2025-08-14,Active Member,High,9,5,,Active,Prof. Gupta
521,Fitness Club,Other,2025-08-09,Member,Low,3,2,,Inactive,Prof. Gupta
521,Robotics Club,Technical,2025-08-27,Member,Low,1,2,,Active,Prof. Gupta
521,Science Club,Academic,2025-08-30,Member,Medium,4,5,Participation Certificate,Active,Prof. Reddy
521,Drama Club,Cultural,2025-08-10,Active Member,High,6,8,,Active,Prof. Reddy
523,Rotaract Club,Social,2025-08-04,Core Team,High,9,10,,Active,Prof. Reddy
524,Dance Club,Cultural,2025-08-25,Core Team,High,8,7,,Active,Prof. Sharma
524,Kabaddi Team,Sports,2025-08-29,Member,High,9,9,,Active,Prof. Gupta
524,IoT Club,Technical,2025-08-28,Core Team,Very High,13,15,,Inactive,Prof. Gupta
524,Yoga Club,Other,2025-08-10,Member,Low,2,1,,Active,Prof. Mehta
526,Quiz Club,Academic,2025-08-31,Member,High,9,10,,Active,Prof. Reddy
526,Fitness Club,Other,2025-08-15,Member,High,9,5,,Active,Prof. Gupta
527,Science Club,Academic,2025-08-15,Core Team,Very High,11,13,,Active,Prof. Gupta
527,Robotics Club,Technical,2025-08-25,Core Team,Very High,10,16,,Active,Prof. Mehta
528,Football Team,Sports,2025-08-11,Member,Medium,5,4,Best Performer Award,Active,Prof. Gupta
528,Music Club,Cultural,2025-08-11,Member,Low,3,1,,Active,Prof. Gupta
529,AI/ML Club,Technical,2025-08-14,Member,Medium,4,3,,Active,Prof. Reddy
530,Literary Club,Cultural,2025-08-10,Active Member,High,8,8,,Active,Prof. Sharma
530,Web Development Club,Technical,2025-08-30,Core Team,Very High,13,11,,Active,Prof. Gupta
533,Yoga Club,Other,2025-08-21,Core Team,Very High,10,13,,Inactive,Prof. Sharma
533,Red Cross,Social,2025-08-23,Member,Medium,3,4,Participation Certificate,Active,Prof. Mehta
533,Chess Club,Sports,2025-08-07,Active Member,High,7,8,,Inactive,Prof. Mehta
533,Literary Club,Cultural,2025-08-26,Active Member,High,10,6,,Active,Prof. Gupta
534,Paper Presentation Team,Academic,2025-08-20,Member,Low,2,1,,Active,Prof. Gupta
534,Football Team,Sports,2025-08-09,Core Team,Very High,10,13,,Active,Prof. Sharma
534,Drama Club,Cultural,2025-08-28,Member,Medium,4,3,Winner - Intra College Competition,Active,Prof. Sharma
536,Entrepreneurship Cell,Academic,2025-08-23,Member,Medium,6,5,,Active,Prof. Sharma
537,Badminton Club,Sports,2025-08-07,Member,Medium,3,2,,Active,Prof. Mehta
539,Literary Club,Cultural,2025-08-11,Member,High,10,6,,Active,Prof. Gupta
539,Rotaract Club,Social,2025-08-27,Active Member,High,10,5,,Active,Prof. Reddy
541,Yoga Club,Other,2025-08-22,Member,Medium,5,4,Best Performer Award,Active,Prof. Sharma
543,Music Club,Cultural,2025-08-04,Member,Low,1,2,,Active,Prof. Sharma
543,Mathematics Club,Academic,2025-08-05,Member,High,9,5,,Active,Prof. Mehta
543,Hockey Team,Sports,2025-08-23,Member,Medium,3,4,,Active,Prof. Reddy
544,Blood Donation Team,Social,2025-08-31,Member,Medium,4,3,,Active,Prof. Reddy
545,Table Tennis Club,Sports,2025-08-27,Active Member,High,10,9,,Active,Prof. Mehta
546,Alumni Relations,Other,2025-08-06,Member,High,7,5,,Inactive,Prof. Mehta
547,Cricket Team,Sports,2025-08-27,Member,High,8,7,Winner - Inter College Competition,Inactive,Prof. Gupta
547,Yoga Club,Other,2025-08-27,Member,Low,1,0,,Active,Prof. Gupta
548,Kabaddi Team,Sports,2025-08-29,Member,Medium,3,5,,Active,Prof. Sharma
549,AI/ML Club,Technical,2025-08-24,Member,Medium,4,3,,Inactive,Prof. Sharma
549,NSS (National Service Scheme),Social,2025-08-30,Core Team,Very High,13,12,,Active,Prof. Reddy
550,AI/ML Club,Technical,2025-08-22,Member,Medium,3,5,,Active,Prof. Gupta
550,Quiz Club,Academic,2025-08-22,Active Member,High,8,6,Winner - Inter College Competition,Active,Prof. Gupta
551,Quiz Club,Academic,2025-08-08,Member,High,10,8,,Active,Prof. Mehta
551,Fine Arts Club,Cultural,2025-08-07,Member,Medium,6,3,,Active,Prof. Gupta
551,AI/ML Club,Technical,2025-08-17,Member,High,9,8,,Active,Prof. Sharma
552,NCC (National Cadet Corps),Social,2025-08-30,Active Member,Medium,3,5,,Active,Prof. Sharma
555,Table Tennis Club,Sports,2025-08-15,Member,Medium,4,5,,Active,Prof. Sharma
556,Mathematics Club,Academic,2025-08-24,Member,Medium,5,5,,Inactive,Prof. Gupta
557,Alumni Relations,Other,2025-08-04,Coordinator,Very High,14,19,,Active,Prof. Sharma
558,Mathematics Club,Academic,2025-08-11,Member,Low,3,0,,Active,Prof. Mehta
559,Entrepreneurship Cell,Academic,2025-08-05,Member,Low,3,2,,Active,Prof. Mehta
561,Music Club,Cultural,2025-08-17,Active Member,Medium,6,4,,Active,Prof. Sharma
565,Event Management Team,Other,2025-08-12,Core Team,High,7,5,,Active,Prof. Gupta
565,Paper Presentation Team,Academic,2025-08-06,Member,Medium,4,3,,Active,Prof. Mehta
565,Robotics Club,Technical,2025-08-21,Member,Low,2,0,Winner - Intra College Competition,Active,Prof. Sharma
566,Kabaddi Team,Sports,2025-08-24,Member,High,7,7,,Active,Prof. Mehta
566,Cybersecurity Club,Technical,2025-08-19,Member,Low,2,1,Certificate of Excellence,Active,Prof. Reddy
566,Mathematics Club,Academic,2025-08-19,Member,Medium,6,4,,Active,Prof. Gupta
567,NCC (National Cadet Corps),Social,2025-08-05,Member,High,7,6,,Active,Prof. Gupta
568,AI/ML Club,Technical,2025-08-30,Member,Medium,3,2,,Active,Prof. Reddy
568,College Magazine,Other,2025-08-29,Active Member,High,6,10,,Active,Prof. Mehta
568,NCC (National Cadet Corps),Social,2025-08-13,Member,Medium,5,3,Winner - Intra College Competition,Active,Prof. Sharma
569,NSS (National Service Scheme),Social,2025-08-21,Member,Low,2,1,,Active,Prof. Gupta
569,Data Science Club,Technical,2025-08-12,Member,Low,2,0,,Active,Prof. Reddy
570,Football Team,Sports,2025-08-29,Active Member,High,8,5,,Active,Prof. Reddy
570,AI/ML Club,Technical,2025-08-21,Core Team,Very High,12,20,,Active,Prof. Mehta
571,Hockey Team,Sports,2025-08-31,Member,Medium,3,3,,Active,Prof. Mehta
571,College Magazine,Other,2025-08-22,Member,Low,3,1,,Active,Prof. Mehta
572,Alumni Relations,Other,2025-08-24,Member,Low,1,0,,Active,Prof. Sharma
572,Literary Club,Cultural,2025-08-19,Member,High,9,7,,Active,Prof. Sharma
573,Fine Arts Club,Cultural,2025-08-11,President/Head,Very High,13,14,,Active,Prof. Gupta
573,Innovation Club,Academic,2025-08-13,Member,Low,1,2,,Active,Prof. Reddy
573,Blood Donation Team,Social,2025-08-26,Member,Medium,4,3,Winner - Inter College Competition,Active,Prof. Sharma
574,NSS (National Service Scheme),Social,2025-08-31,Member,Low,3,0,,Inactive,Prof. Reddy
574,Innovation Club,Academic,2025-08-11,Member,High,8,7,,Active,Prof. Reddy
575,Kabaddi Team,Sports,2025-08-19,Member,Low,3,1,,Active,Prof. Mehta
576,Environmental Club,Social,2025-08-31,Member,Low,1,2,,Active,Prof. Gupta
576,Chess Club,Sports,2025-08-05,Member,High,6,7,,Active,Prof. Mehta
576,Placement Cell,Other,2025-08-30,Member,Low,3,1,,Active,Prof. Reddy
577,Photography Club,Cultural,2025-08-04,Core Team,Very High,12,12,,Inactive,Prof. Mehta
577,Data Science Club,Technical,2025-08-13,Member,Low,3,0,,Active,Prof. Reddy
578,Placement Cell,Other,2025-08-13,Coordinator,Very High,10,14,Certificate of Excellence,Active,Prof. Sharma
578,Environmental Club,Social,2025-08-24,Core Team,High,7,9,Winner - Intra College Competition,Inactive,Prof. Mehta
579,Red Cross,Social,2025-08-14,Member,High,8,8,,Inactive,Prof. Reddy
580,Yoga Club,Other,2025-08-12,Member,Medium,5,4,Winner - Intra College Competition,Active,Prof. Gupta
580,Blood Donation Team,Social,2025-08-16,Core Team,High,10,6,Best Performer Award,Inactive,Prof. Mehta
580,Mathematics Club,Academic,2025-08-21,Member,Low,2,0,Best Performer Award,Active,Prof. Reddy
582,Volleyball Team,Sports,2025-08-12,Member,Low,2,2,Winner - Inter College Competition,Active,Prof. Gupta
583,Mathematics Club,Academic,2025-08-20,Member,Medium,3,3,,Active,Prof. Mehta
583,NSS (National Service Scheme),Social,2025-08-06,Member,Medium,5,3,Certificate of Excellence,Active,Prof. Mehta
583,Football Team,Sports,2025-08-16,Member,Medium,6,3,,Active,Prof. Gupta
583,College Magazine,Other,2025-08-13,Active Member,High,7,8,,Active,Prof. Sharma
585,NSS (National Service Scheme),Social,2025-08-07,Member,Medium,4,2,,Active,Prof. Mehta
587,Blood Donation Team,Social,2025-08-26,Active Member,High,8,5,,Active,Prof. Reddy
591,Film Making Club,Cultural,2025-08-20,Member,Low,2,1,,Inactive,Prof. Gupta
594,Drama Club,Cultural,2025-08-11,Member,Medium,4,3,Best Performer Award,Inactive,Prof. Gupta
595,Drama Club,Cultural,2025-08-10,Member,Medium,5,2,,Active,Prof. Reddy
595,Chess Club,Sports,2025-08-06,Active Member,Medium,4,3,,Active,Prof. Sharma
595,Blood Donation Team,Social,2025-08-09,Member,Medium,6,3,,Active,Prof. Sharma
597,Innovation Club,Academic,2025-08-30,Member,Low,1,0,,Active,Prof. Mehta
600,NCC (National Cadet Corps),Social,2025-08-28,Core Team,High,6,5,,Active,Prof. Sharma
601,Rotaract Club,Social,2025-08-29,Active Member,Medium,5,4,,Active,Prof. Sharma
602,Entrepreneurship Cell,Academic,2025-08-23,Member,Medium,5,3,,Inactive,Prof. Sharma
602,Robotics Club,Technical,2025-08-21,Active Member,High,9,7,,Active,Prof. Gupta
602,Debating Society,Cultural,2025-08-26,Member,High,9,9,,Active,Prof. Gupta
603,Entrepreneurship Cell,Academic,2025-08-06,Member,Low,1,0,Best Performer Award,Active,Prof. Mehta
603,Event Management Team,Other,2025-08-15,Member,Medium,4,3,Certificate of Excellence,Inactive,Prof. Reddy
603,NCC (National Cadet Corps),Social,2025-08-30,Member,Low,1,2,,Inactive,Prof. Gupta
605,Hackathon Team,Technical,2025-08-15,Member,Medium,3,5,Best Performer Award,Active,Prof. Reddy
609,Entrepreneurship Cell,Academic,2025-08-14,Coordinator,Very High,10,13,,Active,Prof. Sharma
609,Blood Donation Team,Social,2025-08-30,Member,Low,2,0,,Active,Prof. Mehta
609,Placement Cell,Other,2025-08-08,Active Member,High,10,10,,Inactive,Prof. Reddy
611,Debating Society,Cultural,2025-08-14,Core Team,Very High,15,20,Certificate of Excellence,Active,Prof. Gupta
611,IoT Club,Technical,2025-08-15,Member,Medium,6,4,,Active,Prof. Reddy
611,Placement Cell,Other,2025-08-31,Member,High,8,5,,Inactive,Prof. Sharma
611,Innovation Club,Academic,2025-08-09,Active Member,High,6,6,Winner - Inter College Competition,Active,Prof. Mehta
613,AI/ML Club,Technical,2025-08-27,Member,Low,2,1,,Active,Prof. Reddy
614,Paper Presentation Team,Academic,2025-08-29,Member,Low,2,1,,Active,Prof. Gupta
614,NCC (National Cadet Corps),Social,2025-08-11,Active Member,Medium,3,3,,Active,Prof. Reddy
614,Volleyball Team,Sports,2025-08-23,Member,Low,1,0,Participation Certificate,Active,Prof. Reddy
615,Cybersecurity Club,Technical,2025-08-19,Member,Low,1,1,,Active,Prof. Gupta
615,College Magazine,Other,2025-08-07,Member,Low,3,1,Certificate of Excellence,Active,Prof. Reddy
617,NCC (National Cadet Corps),Social,2025-08-24,Member,Medium,3,3,,Active,Prof. Gupta
617,Cybersecurity Club,Technical,2025-08-20,Member,Low,3,0,,Active,Prof. Reddy
619,Hackathon Team,Technical,2025-08-16,Member,Medium,3,4,Participation Certificate,Active,Prof. Mehta
620,Event Management Team,Other,2025-08-18,Active Member,Medium,5,2,,Active,Prof. Sharma
620,Photography Club,Cultural,2025-08-26,Member,High,6,6,,Active,Prof. Mehta
621,Research Club,Academic,2025-08-27,Member,Medium,6,4,,Active,Prof. Mehta
622,Coding Club,Technical,2025-08-18,Active Member,Medium,3,2,Winner - Intra College Competition,Active,Prof. Sharma
622,Hockey Team,Sports,2025-08-21,Member,Low,1,1,,Active,Prof. Mehta
623,Alumni Relations,Other,2025-08-18,Core Team,High,9,10,Winner - Intra College Competition,Inactive,Prof. Reddy
623,Paper Presentation Team,Academic,2025-08-22,Member,Medium,5,4,,Active,Prof. Mehta
624,Mathematics Club,Academic,2025-08-08,Member,Low,3,2,,Active,Prof. Sharma
625,Mathematics Club,Academic,2025-08-04,Member,Medium,4,5,,Active,Prof. Reddy
625,Fitness Club,Other,2025-08-14,Core Team,Very High,13,14,,Active,Prof. Reddy
625,Hackathon Team,Technical,2025-08-05,Member,Low,1,1,,Active,Prof. Mehta
628,Red Cross,Social,2025-08-15,Core Team,Very High,13,13,,Active,Prof. Gupta
628,Mathematics Club,Academic,2025-08-09,Core Team,Very High,12,12,,Active,Prof. Gupta
629,Science Club,Academic,2025-08-29,Member,Low,2,1,,Active,Prof. Gupta
629,Robotics Club,Technical,2025-08-11,Member,Low,3,2,,Active,Prof. Gupta
630,Coding Club,Technical,2025-08-11,Active Member,Medium,6,4,,Inactive,Prof. Sharma
630,Innovation Club,Academic,2025-08-12,Member,Medium,3,3,,Inactive,Prof. Sharma
631,Blood Donation Team,Social,2025-08-22,Active Member,High,6,10,,Inactive,Prof. Gupta
632,Music Club,Cultural,2025-08-10,Member,Medium,4,4,,Active,Prof. Sharma
633,Innovation Club,Academic,2025-08-11,Member,Low,2,2,,Active,Prof. Reddy
635,Film Making Club,Cultural,2025-08-28,Member,Low,2,1,,Active,Prof. Reddy
635,Red Cross,Social,2025-08-18,Active Member,Medium,6,4,,Active,Prof. Mehta
639,Science Club,Academic,2025-08-20,Member,High,6,7,Certificate of Excellence,Active,Prof. Mehta
639,Alumni Relations,Other,2025-08-02,Active Member,High,7,10,Best Performer Award,Inactive,Prof. Mehta
639,Football Team,Sports,2025-08-20,Member,High,6,7,,Inactive,Prof. Sharma
643,Photography Club,Cultural,2025-08-15,Member,High,9,8,,Active,Prof. Sharma
644,Quiz Club,Academic,2025-08-09,Active Member,High,6,8,,Active,Prof. Sharma
644,Debating Society,Cultural,2025-08-26,Member,Medium,3,5,,Active,Prof. Mehta
645,Hackathon Team,Technical,2025-08-30,Member,Low,3,0,,Active,Prof. Mehta
645,Blood Donation Team,Social,2025-08-30,Member,High,6,5,,Active,Prof. Reddy
645,Table Tennis Club,Sports,2025-08-25,Member,Medium,3,5,,Active,Prof. Gupta
645,Dance Club,Cultural,2025-08-02,Member,Medium,6,4,,Active,Prof. Gupta
646,Web Development Club,Technical,2025-08-25,Member,High,9,6,,Active,Prof. Gupta
646,Film Making Club,Cultural,2025-08-12,Active Member,Medium,4,4,,Active,Prof. Mehta
647,Table Tennis Club,Sports,2025-08-12,Active Member,High,6,9,,Active,Prof. Sharma
647,Mathematics Club,Academic,2025-08-05,Member,Low,2,0,,Active,Prof. Gupta
647,Environmental Club,Social,2025-08-11,Active Member,Medium,4,5,,Active,Prof. Reddy
648,Film Making Club,Cultural,2025-08-12,Active Member,High,9,8,,Inactive,Prof. Gupta
649,Mathematics Club,Academic,2025-08-23,Active Member,High,9,7,,Active,Prof. Sharma
649,Football Team,Sports,2025-08-25,Member,High,7,9,,Active,Prof. Gupta
650,Volleyball Team,Sports,2025-08-03,Active Member,Medium,3,2,Certificate of Excellence,Inactive,Prof. Reddy
650,NCC (National Cadet Corps),Social,2025-08-04,Member,High,6,10,,Active,Prof. Sharma
650,Drama Club,Cultural,2025-08-12,Active Member,High,9,8,,Active,Prof. Reddy
651,Data Science Club,Technical,2025-08-18,Member,Low,1,0,Participation Certificate,Active,Prof. Gupta
652,Event Management Team,Other,2025-08-27,Member,Low,3,2,,Inactive,Prof. Sharma
654,Science Club,Academic,2025-08-07,Active Member,Medium,5,4,,Active,Prof. Reddy
654,Hockey Team,Sports,2025-08-04,Active Member,High,10,5,,Active,Prof. Mehta
655,Film Making Club,Cultural,2025-08-05,Member,High,7,10,,Active,Prof. Reddy
655,Hockey Team,Sports,2025-08-27,Active Member,Medium,5,2,Winner - Intra College Competition,Active,Prof. Mehta
655,Yoga Club,Other,2025-08-21,Active Member,Medium,5,4,,Active,Prof. Mehta
657,Innovation Club,Academic,2025-08-31,Member,Low,3,2,Winner - Inter College Competition,Active,Prof. Gupta
659,Music Club,Cultural,2025-08-25,Member,High,8,6,,Active,Prof. Mehta
660,Hackathon Team,Technical,2025-08-10,Coordinator,Very High,13,15,,Active,Prof. Gupta
660,Alumni Relations,Other,2025-08-25,Core Team,High,10,10,Winner - Intra College Competition,Active,Prof. Mehta
661,Fitness Club,Other,2025-08-30,Member,Medium,5,5,,Active,Prof. Gupta
662,Cricket Team,Sports,2025-08-11,Member,High,7,8,Certificate of Excellence,Active,Prof. Gupta
662,NSS (National Service Scheme),Social,2025-08-10,Member,Medium,4,3,,Inactive,Prof. Sharma
662,Data Science Club,Technical,2025-08-26,Member,Low,1,2,Winner - Intra College Competition,Active,Prof. Gupta
663,Robotics Club,Technical,2025-08-25,Member,Medium,4,3,,Inactive,Prof. Gupta
663,Placement Cell,Other,2025-08-04,Member,Medium,3,3,,Inactive,Prof. Gupta
664,Student Council,Other,2025-08-19,Active Member,Medium,3,2,,Active,Prof. Mehta
664,Environmental Club,Social,2025-08-14,Active Member,High,8,9,,Active,Prof. Reddy
664,Badminton Club,Sports,2025-08-16,Member,Medium,3,3,,Inactive,Prof. Gupta
665,Environmental Club,Social,2025-08-29,Member,Low,3,1,,Inactive,Prof. Gupta
665,Hackathon Team,Technical,2025-08-06,Active Member,High,6,6,Certificate of Excellence,Active,Prof. Sharma
665,Literary Club,Cultural,2025-08-18,Member,High,7,8,,Active,Prof. Mehta
665,Research Club,Academic,2025-08-27,President/Head,Very High,13,19,,Active,Prof. Gupta
666,Environmental Club,Social,2025-08-08,Member,Medium,5,3,,Active,Prof. Mehta
667,Fine Arts Club,Cultural,2025-08-21,Member,Low,3,0,Best Performer Award,Inactive,Prof. Sharma
668,NSS (National Service Scheme),Social,2025-08-31,Member,Medium,5,4,,Active,Prof. Sharma
668,Fine Arts Club,Cultural,2025-08-27,Member,High,8,9,,Active,Prof. Reddy
668,Yoga Club,Other,2025-08-24,Core Team,Very High,13,15,Best Performer Award,Active,Prof. Gupta
668,Science Club,Academic,2025-08-12,Member,High,6,9,Winner - Intra College Competition,Active,Prof. Sharma
669,Coding Club,Technical,2025-08-05,Member,Low,2,2,,Active,Prof. Reddy
669,Badminton Club,Sports,2025-08-19,Member,Low,3,2,Winner - Inter College Competition,Active,Prof. Reddy
669,Literary Club,Cultural,2025-08-07,Active Member,Medium,4,5,,Active,Prof. Sharma
669,NCC (National Cadet Corps),Social,2025-08-28,Member,Medium,5,3,,Active,Prof. Sharma
670,Web Development Club,Technical,2025-08-11,Member,Medium,5,5,,Active,Prof. Mehta
670,Mathematics Club,Academic,2025-08-12,Member,Low,1,0,,Active,Prof. Sharma
673,Dance Club,Cultural,2025-08-25,Active Member,High,6,5,,Inactive,Prof. Reddy
673,Rotaract Club,Social,2025-08-05,Active Member,Medium,6,5,,Active,Prof. Gupta
673,Cybersecurity Club,Technical,2025-08-22,Member,Low,2,1,,Active,Prof. Sharma
674,Film Making Club,Cultural,2025-08-18,Member,Low,3,2,Certificate of Excellence,Active,Prof. Reddy
675,Environmental Club,Social,2025-08-02,Active Member,Medium,6,4,Participation Certificate,Active,Prof. Sharma
677,IoT Club,Technical,2025-08-25,Member,High,8,9,Winner - Intra College Competition,Active,Prof. Reddy
677,Fitness Club,Other,2025-08-31,Active Member,Medium,4,4,,Inactive,Prof. Reddy
679,Red Cross,Social,2025-08-25,Member,Low,3,1,,Active,Prof. Gupta
680,Mathematics Club,Academic,2025-08-08,Member,Medium,4,4,,Active,Prof. Mehta
680,Rotaract Club,Social,2025-08-13,Active Member,High,8,10,Participation Certificate,Active,Prof. Reddy
680,Coding Club,Technical,2025-08-26,Core Team,High,8,5,,Active,Prof. Reddy
681,Innovation Club,Academic,2025-08-13,Member,Medium,3,5,,Active,Prof. Gupta
681,Yoga Club,Other,2025-08-02,Active Member,High,10,5,,Active,Prof. Sharma
682,Quiz Club,Academic,2025-08-09,Member,Low,3,0,,Active,Prof. Sharma
682,Hockey Team,Sports,2025-08-03,Member,Medium,6,5,,Active,Prof. Gupta
682,Film Making Club,Cultural,2025-08-06,Member,Low,1,0,,Active,Prof. Mehta
684,Robotics Club,Technical,2025-08-16,Active Member,Medium,3,4,,Inactive,Prof. Sharma
686,Coding Club,Technical,2025-08-03,Core Team,Very High,15,13,,Active,Prof. Mehta
686,Blood Donation Team,Social,2025-08-16,Member,Low,2,1,,Active,Prof. Mehta
687,Event Management Team,Other,2025-08-23,Active Member,Medium,6,4,,Active,Prof. Reddy
687,Mathematics Club,Academic,2025-08-29,Member,Low,2,2,,Active,Prof. Gupta
687,Drama Club,Cultural,2025-08-10,Member,Medium,3,5,,Active,Prof. Sharma
687,Table Tennis Club,Sports,2025-08-15,Member,Medium,3,3,,Active,Prof. Mehta
688,Event Management Team,Other,2025-08-20,Active Member,Medium,3,4,,Active,Prof. Reddy
689,Film Making Club,Cultural,2025-08-12,Coordinator,Very High,12,20,Winner - Intra College Competition,Active,Prof. Mehta
690,Web Development Club,Technical,2025-08-20,Member,Medium,5,4,,Active,Prof. Reddy
690,Kabaddi Team,Sports,2025-08-26,Member,Low,2,2,,Inactive,Prof. Mehta
691,Red Cross,Social,2025-08-15,Core Team,Very High,11,16,,Inactive,Prof. Sharma
693,Chess Club,Sports,2025-08-27,Member,High,6,6,,Active,Prof. Sharma
693,IoT Club,Technical,2025-08-28,Member,Low,2,1,,Active,Prof. Mehta
693,Red Cross,Social,2025-08-12,President/Head,Very High,11,10,,Active,Prof. Sharma
694,Web Development Club,Technical,2025-08-09,Member,Medium,5,3,,Active,Prof. Mehta
696,Mathematics Club,Academic,2025-08-12,Core Team,Very High,10,17,,Active,Prof. Mehta
697,Entrepreneurship Cell,Academic,2025-08-30,Member,Medium,4,5,,Active,Prof. Gupta
